area|bedrooms|contractType|currentPhase|floor|isMarketplace|parkingSpots|price|productType|status|subwayShortestDistance|suits|towerHasElevator|lat|lng|streetType|neighborhood|taxRobberyMurder
204|3|exclusive|ready_to_move|11|1|2|1800000.0|market|FOR_SALE|731.276|1|0|-23.60053|-46.6684884|Avenida|Moema passaros|0.0
142|2|exclusive|set_up|7|0|2|1720000.0|select|FOR_SALE|820.737|2|0|-23.5341096|-46.6640544|Rua|Perdizes|0.0
72|3|exclusive|set_up|9|0|1|795000.0|select|FOR_SALE|2447.62|0|1|-23.6435613|-46.6717087|Rua|Campo belo|0.0
70|2|exclusive|ready_to_move|1|1|1|480000.0|market|FOR_SALE|583.255|1|1|-23.5352452|-46.575463|Rua|Tatuape|2.27
41|1|exclusive|set_up|9|0|1|785000.0|select|FOR_SALE|516.081|0|1|-23.5641767|-46.6431173|Rua|Bela vista|0.0
70|2|exclusive|set_up|8|0|2|897000.0|select|FOR_SALE|1290.84|0|0|-23.5417525|-46.7024707|Rua|Vila madalena|0.0
64|3|non_exclusive|ready_to_move|17|1|2|355000.0|market|FOR_SALE|3310.93|0|1|-23.6106415|-46.744247|Rua|Vila sonia|4.55
45|1|exclusive|set_up|10|0|1|1140000.0|select|FOR_SALE|531.228|1|1|-23.5679414|-46.6545237|Alameda|Jardim paulista|0.0
99|3|exclusive|ready_to_move|4|1|2|1250000.0|market|FOR_SALE|688.544|1|1|-23.6096432|-46.631205|Rua|Saude|2.27
71|2|exclusive|finishments|1|0|1|878000.0|select|FOR_SALE|1390.08|1|0|-23.5339009|-46.6916142|Rua|Vila romana|0.0
62|2|exclusive|ready_to_move|2|1|1|220000.0|market|SOLD|1301.65|0|0|-23.6014039|-46.5486768|Rua|Sao lucas|2.27
122|2|exclusive|set_up|9|0|2|2355000.0|select|FOR_SALE|1943.03|2|1|-23.5803526|-46.673012|Rua|Itaim bibi|0.0
72|3|exclusive|set_up|1|0|1|991000.0|select|FOR_SALE|2447.62|0|1|-23.6435613|-46.6717087|Rua|Campo belo|0.0
80|2|exclusive|ready_to_move|7|1|1|640000.0|market|FOR_SALE|601.64|1|1|-23.557654|-46.655303|Rua|Bela vista|0.0
38|1|exclusive|set_up|8|0|1|617000.0|select|FOR_SALE|936.335|1|0|-23.5409841|-46.6838043|Rua|Sumare|0.0
30|1|exclusive|ready_to_move|1|1|1|425000.0|market|FOR_SALE|322.96|1|1|-23.6028306|-46.658864|Avenida|Moema indios|0.0
103|3|exclusive|set_up|4|0|1|1290000.0|select|FOR_SALE|1535.94|1|1|-23.6019059|-46.6811026|Rua|Vila olimpia|0.0
116|3|exclusive|ready_to_move|6|1|2|1100000.0|market|FOR_SALE|4107.6|3|1|-23.5310824|-46.7275512|Rua|Vila leopoldina|0.0
64|2|exclusive|set_up|4|0|1|923000.0|select|FOR_SALE|367.445|0|0|-23.5468766|-46.6944203|Rua|Vila madalena|0.0
50|2|exclusive|ready_to_move|7|1|1|260000.0|market|FOR_SALE|1007.51|0|1|-23.5354279|-46.5546253|Rua|Tatuape|2.27
142|2|exclusive|set_up|2|0|2|1750000.0|select|FOR_SALE|820.737|2|0|-23.5341096|-46.6640544|Rua|Perdizes|0.0
98|2|exclusive|ready_to_move|4|1|0|500000.0|market|FOR_SALE|431.143|0|1|-23.532407|-46.660079|Rua|Santa cecilia|0.0
169|4|exclusive|final_details|7|0|4|2440000.0|select|FOR_SALE|1051.44|2|0|-23.5406696|-46.6627818|Rua|Higienopolis|0.0
60|1|exclusive|ready_to_move|4|1|1|699000.0|market|FOR_SALE|1960.31|1|1|-23.596681|-46.6814296|Rua|Vila olimpia|0.0
161|3|exclusive|set_up|3|0|3|3235000.0|select|FOR_SALE|1936.76|3|0|-23.5946937|-46.6785104|Rua|Vila olimpia|0.0
49|1|exclusive|ready_to_move|11|1|1|380000.0|market|FOR_SALE|2154.34|1|0|-23.623195|-46.735993|Rua|Vila andrade|0.0
112|3|exclusive|set_up|3|0|1|1310000.0|select|FOR_SALE|538.299|1|1|-23.5710805|-46.6520609|Avenida|Paraiso|0.0
198|3|exclusive|ready_to_move|11|1|2|1350000.0|market|FOR_SALE|1089.82|3|1|-23.5231649|-46.6519227|Rua|Bom retiro|0.0
88|3|exclusive|set_up|1|0|2|1140000.0|select|FOR_SALE|4792.11|1|0|-23.5258915|-46.7322336|Rua|Vila leopoldina|0.0
75|3|exclusive|ready_to_move|8|1|2|750000.0|market|FOR_SALE|1321.57|1|0|-23.5305948|-46.6793128|Rua|Perdizes|0.0
170|3|exclusive|set_up|2|0|3|1880000.0|select|FOR_SALE|4297.96|3|1|-23.5273464|-46.7275684|Rua|Vila leopoldina|0.0
62|2|exclusive|ready_to_move|26|1|1|600000.0|market|FOR_SALE|628.102|1|1|-23.5281796|-46.6539978|Rua|Bom retiro|0.0
155|2|exclusive|set_up|15|0|2|1900000.0|select|FOR_SALE|458.042|1|0|-23.5632856|-46.6809517|Rua|Pinheiros|0.0
136|3|exclusive|set_up|6|1|1|1520000.0|select|FOR_SALE|400.564|1|1|-23.5762962|-46.6449459|Rua|Paraiso|0.0
32|1|exclusive|ready_to_move|17|1|1|473000.0|market|FOR_SALE|591.943|1|0|-23.5758866|-46.6349637|Rua|Aclimacao|0.0
207|3|exclusive|final_details|4|0|2|2825000.0|select|FOR_SALE|723.326|1|0|-23.565443|-46.6610624|Rua|Jardim america|0.0
36|1|exclusive|ready_to_move|10|1|1|450000.0|market|FOR_SALE|442.998|1|1|-23.5366161|-46.6517125|Rua|Santa cecilia|0.0
152|4|exclusive|set_up|5|1|3|1720000.0|select|FOR_SALE|370.994|2|1|-23.5999306|-46.6484483|Rua|Vila clementino|0.0
45|1|exclusive|ready_to_move|1|1|0|270000.0|market|FOR_SALE|436.445|1|0|-23.5439079|-46.6474337|Rua|Republica|2.27
192|3|exclusive|ready_to_move|6|0|3|4330000.0|select|FOR_SALE|1396.47|3|0|-23.5934147|-46.6704153|Rua|Vila nova conceicao|0.0
156|3|exclusive|ready_to_move|9|1|2|1750000.0|market|FOR_SALE|589.737|3|0|-23.6036231|-46.6677712|Rua|Moema passaros|0.0
161|4|exclusive|set_up|2|0|3|2160000.0|select|FOR_SALE|566.667|1|0|-23.6051286|-46.6671946|Alameda|Moema passaros|0.0
121|3|exclusive|ready_to_move|8|1|3|800000.0|market|FOR_SALE|2267.98|3|1|-23.477656|-46.6324771|Avenida|Mandaqui|0.0
103|3|exclusive|finishments|6|0|2|1855000.0|select|FOR_SALE|323.761|1|0|-23.6059559|-46.6633639|Avenida|Moema indios|0.0
43|1|exclusive|ready_to_move|8|1|1|600000.0|market|SOLD|474.767|1|1|-23.619978|-46.67740052|Avenida|Campo belo|0.0
169|4|exclusive|set_up|3|0|2|2420000.0|select|FOR_SALE|679.83|3|0|-23.6012791|-46.6682784|Rua|Moema passaros|0.0
186|4|non_exclusive|ready_to_move|3|1|3|1780000.0|market|FOR_SALE|691.476|3|1|-23.6183569|-46.6749486|Rua|Campo belo|0.0
78|3|exclusive|ready_to_move|5|1|2|870000.0|select|FOR_SALE|2961.7|1|1|-23.5340272|-46.7166073|Rua|Alto da lapa|0.0
60|1|non_exclusive|ready_to_move|11|1|1|665000.0|market|SOLD|546.145|1|1|-23.6071636|-46.6586347|Avenida|Moema indios|0.0
70|2|exclusive|ready_to_move|7|1|1|1080000.0|select|FOR_SALE|1857.4|1|1|-23.5296757|-46.6909335|Rua|Vila romana|0.0
104|2|exclusive|ready_to_move|16|1|0|820000.0|market|SOLD|261.517|0|1|-23.567184|-46.6491351|Avenida|Bela vista|0.0
56|2|exclusive|ready_to_move|4|0|1|1330000.0|select|FOR_SALE|1019.22|1|0|-23.5529335|-46.6978659|Rua|Vila madalena|0.0
138|2|exclusive|finishments|10|0|1|1140000.0|select|FOR_SALE|1249.14|1|0|-23.5370414|-46.6693585|Rua|Perdizes|0.0
53|2|non_exclusive|ready_to_move|1|1|1|230000.0|market|FOR_SALE|4239.23|0|0|-23.4718196|-46.6521185|Rua|Cachoeirinha|0.0
103|3|exclusive|ready_to_move|4|1|2|1400000.0|select|FOR_SALE|1964.85|1|0|-23.5287212|-46.6901532|Rua|Vila romana|0.0
91|2|non_exclusive|ready_to_move|4|1|2|1030000.0|market|FOR_SALE|2516.28|2|1|-23.5238963|-46.6936924|Rua|Vila romana|0.0
111|3|exclusive|set_up|5|0|1|1470000.0|select|FOR_SALE|1865.88|1|1|-23.5969871|-46.6803752|Rua|Vila olimpia|0.0
41|1|exclusive|ready_to_move|13|1|1|620000.0|market|FOR_SALE|2689.16|1|0|-23.5940737|-46.6887343|Rua|Vila olimpia|0.0
140|3|exclusive|set_up|4|0|2|1480000.0|select|FOR_SALE|3920.9|1|0|-23.5320275|-46.7260051|Rua|Vila leopoldina|0.0
127|3|non_exclusive|ready_to_move|16|1|3|1450000.0|market|FOR_SALE|950.874|3|1|-23.6222715|-46.6956257|Rua|Brooklin|0.0
140|3|exclusive|set_up|5|0|2|1510000.0|select|FOR_SALE|3920.9|1|0|-23.5320275|-46.7260051|Rua|Vila leopoldina|0.0
55|2|non_exclusive|ready_to_move|2|1|1|300000.0|market|FOR_SALE|1761.71|0|1|-23.6287331|-46.7293031|Rua|Vila andrade|0.0
147|3|exclusive|set_up|5|0|1|1980000.0|select|FOR_SALE|1181.6|1|0|-23.543431|-46.6621712|Rua|Higienopolis|0.0
130|3|exclusive|ready_to_move|6|1|1|880000.0|market|FOR_SALE|363.859|1|1|-23.572588|-46.64191|Rua|Bela vista|0.0
54|2|exclusive|finishments|6|0|1|642000.0|select|FOR_SALE|1465.04|0|0|-23.5396232|-46.7031935|Praça|Vila romana|0.0
55|2|exclusive|ready_to_move|7|1|1|715000.0|market|FOR_SALE|657.283|0|0|-23.6026804|-46.6684052|Rua|Moema passaros|0.0
91|3|exclusive|ready_to_move|11|1|2|1100000.0|market|FOR_SALE|559.15|1|1|-23.6132658|-46.6646848|Avenida|Moema indios|0.0
130|2|non_exclusive|ready_to_move|9|1|1|700000.0|market|FOR_SALE|328.996|0|1|-23.6440701|-46.6391167|Rua|Jabaquara|0.0
115|3|exclusive|set_up|4|0|2|1650000.0|select|FOR_SALE|1008.91|1|0|-23.535458|-46.6656982|Rua|Perdizes|0.0
68|2|exclusive|ready_to_move|6|1|2|1060000.0|market|FOR_SALE|762.238|0|0|-23.5775451|-46.6482852|Rua|Paraiso|0.0
67|2|exclusive|set_up|9|0|1|1100000.0|select|FOR_SALE|1837.05|0|1|-23.5822619|-46.6800475|Rua|Itaim bibi|0.0
102|3|exclusive|ready_to_move|10|1|2|890000.0|market|FOR_SALE|989.118|1|0|-23.5429211|-46.6735047|Rua|Perdizes|0.0
110|2|exclusive|set_up|11|0|1|1650000.0|select|FOR_SALE|284.329|1|1|-23.5601584|-46.6693174|Rua|Jardim america|0.0
61|2|exclusive|ready_to_move|10|1|1|520000.0|market|FOR_SALE|649.897|0|0|-23.6216491|-46.6898618|Rua|Brooklin|0.0
208|3|exclusive|ready_to_move|10|0|2|3770000.0|select|FOR_SALE|561.207|2|0|-23.5604996|-46.66539|Alameda|Jardim america|0.0
60|3|non_exclusive|ready_to_move|12|1|2|400000.0|market|FOR_SALE|1147.98|1|0|-23.5588622|-46.6206691|Rua|Cambuci|0.0
35|1|exclusive|set_up|13|0|1|601000.0|select|FOR_SALE|1486.04|0|0|-23.5937354|-46.6721538|Rua|Vila nova conceicao|0.0
105|2|exclusive|set_up|6|0|1|1410000.0|select|FOR_SALE|771.917|1|0|-23.570171|-46.6547996|Alameda|Jardim paulista|0.0
42|1|exclusive|ready_to_move|1|1|1|570000.0|market|FOR_SALE|686.943|0|1|-23.6071061|-46.6566474|Alameda|Moema indios|0.0
323|4|exclusive|set_up|2|0|3|3980000.0|select|FOR_SALE|531.264|2|0|-23.5657889|-46.6587726|Alameda|Jardim america|0.0
40|2|exclusive|ready_to_move|16|1|1|279500.0|market|FOR_SALE|2034.88|0|0|-23.5661924|-46.6156027|Rua|Cambuci|0.0
94|3|exclusive|ready_to_move|17|1|2|1120000.0|select|FOR_SALE|4169.37|1|1|-23.5321144|-46.7286981|Rua|Vila leopoldina|0.0
144|4|non_exclusive|set_up|3|0|2|1665000.0|select|FOR_SALE|1689.53|3|1|-23.5334646|-46.6821207|Rua|Perdizes|0.0
70|2|exclusive|ready_to_move|2|1|2|510000.0|market|FOR_SALE|1859.64|0|0|-23.5302891|-46.695823|Rua|Vila romana|0.0
192|3|exclusive|finishments|8|0|2|2240000.0|select|FOR_SALE|705.117|3|0|-23.6114703|-46.6622189|Avenida|Moema indios|0.0
55|2|exclusive|ready_to_move|2|1|1|710000.0|market|SOLD|684.248|1|1|-23.6113373|-46.6623979|Avenida|Moema indios|0.0
85|2|exclusive|set_up|10|0|1|1220000.0|select|FOR_SALE|759.435|0|0|-23.6105168|-46.661546|Avenida|Moema indios|0.0
68|2|exclusive|ready_to_move|1|1|0|795000.0|market|FOR_SALE|327.683|0|1|-23.56333|-46.6711155|Rua|Jardim america|0.0
63|2|exclusive|set_up|8|0|2|887000.0|select|FOR_SALE|1482.68|1|0|-23.5333355|-46.6938506|Rua|Vila romana|0.0
296|3|exclusive|set_up|15|0|4|4935000.0|select|FOR_SALE|899.143|3|1|-23.5786554|-46.6493043|Rua|Paraiso|0.0
97|2|non_exclusive|ready_to_move|4|1|1|1000000.0|market|FOR_SALE|689.439|0|1|-23.5748776|-46.6490853|Rua|Paraiso|0.0
64|2|exclusive|ready_to_move|5|1|2|680000.0|market|FOR_SALE|1315.06|1|1|-23.5366378|-46.6835395|Rua|Perdizes|0.0
88|1|exclusive|ready_to_move|8|1|2|1250000.0|market|FOR_SALE|376.907|1|1|-23.5546844|-46.6744066|Rua|Pinheiros|0.0
170|4|non_exclusive|ready_to_move|13|1|2|940000.0|market|FOR_SALE|1633.25|1|0|-23.6582523|-46.6908706|Rua|Campo grande|0.0
60|1|exclusive|set_up|8|0|1|645000.0|select|FOR_SALE|2011.27|1|0|-23.6054449|-46.6955101|Rua|Brooklin|0.0
75|2|exclusive|ready_to_move|10|1|1|750000.0|market|FOR_SALE|512.725|0|1|-23.6073964|-46.6649483|Avenida|Moema indios|0.0
45|2|non_exclusive|ready_to_move|1|1|1|300000.0|market|FOR_SALE|1897.18|0|1|-23.6273883|-46.7296398|Rua|Vila andrade|0.0
75|3|exclusive|ready_to_move|7|1|2|780000.0|market|FOR_SALE|1321.57|1|0|-23.5305948|-46.6793128|Rua|Perdizes|0.0
110|3|exclusive|ready_to_move|6|1|2|1180000.0|market|SOLD|2843.07|1|1|-23.5366811|-46.7166712|Rua|Alto de pinheiros|2.27
60|1|exclusive|set_up|8|0|1|667000.0|select|FOR_SALE|2011.27|1|0|-23.6054449|-46.6955101|Rua|Brooklin|0.0
71|2|non_exclusive|ready_to_move|8|1|1|970000.0|market|FOR_SALE|375.98|1|1|-23.6238696|-46.6881063|Rua|Brooklin|0.0
82|3|non_exclusive|ready_to_move|12|1|1|720000.0|market|FOR_SALE|1301.17|1|1|-23.534114|-46.6765257|Rua|Perdizes|0.0
72|2|exclusive|ready_to_move|17|1|1|675000.0|market|FOR_SALE|786.203|0|1|-23.6119417|-46.6764601|Rua|Campo belo|0.0
61|2|non_exclusive|ready_to_move|16|1|1|730000.0|market|FOR_SALE|618.727|0|1|-23.5712928|-46.652828|Avenida|Jardim paulista|0.0
162|3|exclusive|set_up|2|0|3|2260000.0|select|FOR_SALE|470.984|3|0|-23.6226582|-46.6818289|Rua|Campo belo|0.0
89|2|exclusive|ready_to_move|7|1|2|990000.0|market|SOLD|1469.06|2|1|-23.6253768|-46.6694736|Rua|Campo belo|0.0
150|3|exclusive|set_up|1|0|1|1770000.0|select|FOR_SALE|497.547|1|0|-23.5379614|-46.656616|Rua|Santa cecilia|0.0
75|2|non_exclusive|ready_to_move|11|1|1|650000.0|market|FOR_SALE|539.285|0|1|-23.5637845|-46.6435769|Rua|Bela vista|0.0
217|2|exclusive|set_up|2|0|3|2800000.0|select|FOR_SALE|1076.52|2|0|-23.5514856|-46.6998414|Rua|Vila madalena|0.0
52|2|non_exclusive|ready_to_move|19|1|1|400000.0|market|FOR_SALE|1228.3|0|1|-23.5604313|-46.622947|Rua|Cambuci|0.0
77|3|exclusive|set_up|9|0|1|1065000.0|select|FOR_SALE|553.668|1|0|-23.6073144|-46.6587265|Avenida|Moema indios|0.0
102|3|exclusive|ready_to_move|3|1|2|1195000.0|market|FOR_SALE|325.345|1|0|-23.5632782|-46.6846819|Rua|Pinheiros|0.0
206|2|exclusive|set_up|4|0|2|3730000.0|select|FOR_SALE|549.047|1|0|-23.5659802|-46.6588386|Alameda|Jardim america|0.0
45|0|non_exclusive|ready_to_move|14|1|1|710000.0|market|FOR_SALE|393.59|0|0|-23.6048647|-46.6585044|Avenida|Moema indios|0.0
167|3|exclusive|final_details|11|0|2|1860000.0|select|FOR_SALE|1152.18|1|0|-23.6003013|-46.6728093|Rua|Moema passaros|0.0
64|2|exclusive|ready_to_move|3|1|1|650000.0|select|FOR_SALE|588.753|0|1|-23.628397|-46.6458203|Avenida|Saude|2.27
79|3|exclusive|ready_to_move|15|1|1|1050000.0|market|FOR_SALE|1038.68|1|1|-23.5993906|-46.6712384|Rua|Moema passaros|0.0
252|3|exclusive|set_up|10|0|2|2530000.0|select|FOR_SALE|545.409|2|0|-23.544213|-46.6536484|Rua|Higienopolis|0.0
92|3|exclusive|ready_to_move|2|1|2|670000.0|market|FOR_SALE|2450.38|1|1|-23.4796668|-46.6367273|Rua|Mandaqui|0.0
152|3|exclusive|set_up|12|0|3|1740000.0|select|FOR_SALE|1432.89|2|0|-23.5382649|-46.6796314|Rua|Perdizes|0.0
219|3|non_exclusive|ready_to_move|16|1|3|2490000.0|market|FOR_SALE|529.689|3|1|-23.6216074|-46.6778719|Rua|Campo belo|0.0
102|2|exclusive|final_details|5|0|2|1472000.0|select|FOR_SALE|574.754|2|0|-23.6090846|-46.6634669|Avenida|Moema indios|0.0
63|2|exclusive|ready_to_move|17|1|1|520000.0|market|FOR_SALE|2101.44|1|0|-23.6399564|-46.6727393|Avenida|Campo belo|0.0
52|1|exclusive|set_up|7|1|0|680000.0|select|FOR_SALE|679.348|0|1|-23.5545647|-46.654901|Rua|Bela vista|0.0
40|1|exclusive|ready_to_move|4|1|1|421000.0|market|FOR_SALE|683.713|0|1|-23.5550981|-46.6519371|Rua|Bela vista|0.0
71|2|exclusive|ready_to_move|8|1|1|935000.0|select|FOR_SALE|1128.86|0|0|-23.5739289|-46.6569714|Rua|Jardim paulista|0.0
32|0|exclusive|ready_to_move|14|1|1|580000.0|market|FOR_SALE|137.639|0|1|-23.56044|-46.67343|Rua|Pinheiros|0.0
184|3|exclusive|set_up|4|0|3|2720000.0|select|FOR_SALE|579.729|1|0|-23.5683058|-46.6530121|Alameda|Jardim paulista|0.0
87|2|exclusive|ready_to_move|2|1|1|1000000.0|market|FOR_SALE|423.473|0|0|-23.5620402|-46.6583852|Rua|Jardim america|0.0
125|2|exclusive|set_up|10|0|1|1500000.0|select|FOR_SALE|492.017|1|0|-23.5695188|-46.6521322|Alameda|Jardim paulista|0.0
160|4|exclusive|ready_to_move|18|1|2|1220000.0|market|FOR_SALE|511.176|3|1|-23.6458898|-46.7005618|Rua|Santo amaro|0.0
160|2|exclusive|ready_to_move|14|0|1|2050000.0|select|SOLD|355.471|2|0|-23.5662315|-46.6534279|Alameda|Jardim paulista|0.0
115|2|exclusive|ready_to_move|8|1|1|990000.0|market|FOR_SALE|836.764|1|1|-23.5409334|-46.6574472|Rua|Santa cecilia|0.0
207|3|exclusive|ready_to_move|12|0|2|2240000.0|select|FOR_SALE|860.444|1|0|-23.5467699|-46.6603637|Rua|Higienopolis|0.0
52|2|exclusive|ready_to_move|17|1|1|690000.0|market|FOR_SALE|400.945|0|1|-23.6150791|-46.6802535|Avenida|Brooklin|0.0
93|2|exclusive|finishments|6|0|1|941000.0|select|FOR_SALE|2707.55|0|0|-23.5266731|-46.7064627|Rua|Vila romana|0.0
189|3|exclusive|ready_to_move|5|1|3|2100000.0|market|FOR_SALE|917.948|3|1|-23.6110078|-46.6586633|Alameda|Moema indios|0.0
138|4|exclusive|set_up|3|0|1|1450000.0|select|FOR_SALE|1249.14|1|0|-23.5370414|-46.6693585|Rua|Perdizes|0.0
129|2|non_exclusive|ready_to_move|11|1|2|1300000.0|market|FOR_SALE|785.218|1|1|-23.6193199|-46.6740905|Rua|Campo belo|0.0
202|3|exclusive|set_up|3|1|2|2390000.0|select|FOR_SALE|1102.15|1|0|-23.543835|-46.6615255|Rua|Higienopolis|0.0
55|2|exclusive|ready_to_move|8|1|1|825000.0|select|FOR_SALE|657.283|0|1|-23.6026804|-46.6684052|Rua|Moema passaros|0.0
41|2|exclusive|ready_to_move|9|1|1|231800.0|market|FOR_SALE|3735.71|0|1|-23.65504672|-46.6055026|Avenida|Sacoma|2.27
60|2|exclusive|ready_to_move|2|1|1|800000.0|market|FOR_SALE|1901.16|0|0|-23.5804397|-46.6738733|Rua|Itaim bibi|0.0
70|2|non_exclusive|ready_to_move|13|1|2|730000.0|market|FOR_SALE|512.595|1|1|-23.6151931|-46.6358533|Rua|Saude|2.27
94|2|exclusive|set_up|7|0|2|853000.0|select|FOR_SALE|997.037|1|0|-23.5376343|-46.6887211|Rua|Sumare|0.0
120|3|exclusive|ready_to_move|15|1|2|750000.0|market|FOR_SALE|807.251|1|1|-23.4890335|-46.6241194|Avenida|Santana|0.0
146|4|exclusive|ready_to_move|10|1|3|1495000.0|market|FOR_SALE|1409.92|2|1|-23.6266656|-46.6712169|Rua|Campo belo|0.0
170|4|exclusive|set_up|3|0|3|1890000.0|select|FOR_SALE|4969.66|4|0|-23.52243302|-46.73204075|Rua|Vila leopoldina|0.0
57|2|exclusive|ready_to_move|3|1|1|240000.0|market|FOR_SALE|1505.44|0|0|-23.6344127|-46.7589997|Rua|Campo limpo|6.82
93|3|exclusive|demolition|1|0|2|1030000.0|select|DEMOLITION|997.037|1|0|-23.5376343|-46.6887211|Rua|Sumare|0.0
50|2|non_exclusive|ready_to_move|1|1|1|660000.0|market|FOR_SALE|1877.59|0|1|-23.5988697|-46.6827243|Rua|Vila olimpia|0.0
227|4|exclusive|set_up|1|0|2|3120000.0|select|FOR_SALE|529.608|2|0|-23.5652482|-46.643985|Rua|Bela vista|0.0
141|4|exclusive|ready_to_move|7|1|2|1650000.0|market|FOR_SALE|722.539|1|1|-23.6014523|-46.66878|Rua|Moema passaros|0.0
197|4|exclusive|ready_to_move|6|1|1|1600000.0|market|FOR_SALE|540.553|1|1|-23.5357821|-46.6607191|Rua|Santa cecilia|0.0
54|1|exclusive|ready_to_move|2|1|1|870000.0|market|FOR_SALE|2169.92|1|1|-23.584511|-46.6768617|Rua|Itaim bibi|0.0
34|1|exclusive|ready_to_move|15|1|1|305000.0|market|FOR_SALE|367.897|0|1|-23.5366518|-46.6548624|Alameda|Santa cecilia|0.0
46|2|exclusive|finishments|13|0|1|651000.0|select|FOR_SALE|4832.25|0|0|-23.5209099|-46.7292865|Rua|Vila leopoldina|0.0
127|3|non_exclusive|ready_to_move|8|1|1|1500000.0|market|FOR_SALE|917.94|1|1|-23.5652045|-46.6635359|Alameda|Jardim america|0.0
71|3|exclusive|set_up|4|0|1|789000.0|select|FOR_SALE|1008.11|0|0|-23.6262541|-46.6309241|Avenida|Saude|2.27
121|3|non_exclusive|ready_to_move|11|1|2|1280000.0|market|SOLD|734.79|3|1|-23.6097873|-46.6604388|Alameda|Moema indios|0.0
188|3|exclusive|set_up|9|0|1|2130000.0|select|FOR_SALE|564.568|1|0|-23.5604453|-46.6654809|Alameda|Jardim america|0.0
114|3|exclusive|ready_to_move|2|1|2|1000000.0|market|FOR_SALE|1017.87|1|1|-23.54186|-46.6772543|Praça|Sumare|0.0
75|3|exclusive|ready_to_move|1|1|1|1290000.0|select|FOR_SALE|530.26|1|1|-23.6150177|-46.6426666|Rua|Saude|2.27
47|2|exclusive|ready_to_move|11|1|1|460000.0|market|FOR_SALE|4034.85|1|1|-23.5338396|-46.7280175|Rua|Vila leopoldina|0.0
95|2|exclusive|finishments|9|0|1|1180000.0|select|FOR_SALE|601.386|0|0|-23.5632034|-46.6772092|Rua|Pinheiros|0.0
63|2|non_exclusive|ready_to_move|11|1|1|780000.0|market|FOR_SALE|1090.1|0|0|-23.6018556|-46.6747152|Rua|Vila olimpia|0.0
179|3|exclusive|set_up|8|0|2|2760000.0|select|FOR_SALE|637.804|1|0|-23.5660372|-46.6598305|Alameda|Jardim america|0.0
71|1|exclusive|ready_to_move|10|1|1|1350000.0|market|FOR_SALE|1172.46|1|1|-23.5975802|-46.6716415|Rua|Vila nova conceicao|0.0
283|4|exclusive|set_up|8|0|6|2610000.0|select|FOR_SALE|931.212|4|0|-23.542417|-46.6828045|Rua|Sumare|0.0
68|2|exclusive|ready_to_move|10|1|2|850000.0|market|FOR_SALE|709.783|2|1|-23.56059124|-46.67905209|Rua|Pinheiros|0.0
101|2|exclusive|demolition|7|0|1|1280000.0|select|DEMOLITION|1271.46|0|0|-23.5750427|-46.6578713|Rua|Jardim paulista|0.0
65|3|exclusive|ready_to_move|2|1|1|419000.0|market|FOR_SALE|7053.89|1|0|-23.4977827|-46.7353753|Avenida|Sao domingos|0.0
79|2|exclusive|finishments|10|0|2|1250000.0|select|FOR_SALE|1038.68|1|0|-23.5993906|-46.6712384|Rua|Moema passaros|0.0
47|2|exclusive|ready_to_move|0|1|2|250000.0|market|FOR_SALE|2196.57|0|1|-23.6635032|-46.6884871|Avenida|Campo grande|0.0
132|3|exclusive|set_up|6|0|1|1430000.0|select|SOLD|852.931|1|0|-23.5408422|-46.6585267|Rua|Higienopolis|0.0
84|3|exclusive|ready_to_move|1|1|2|980000.0|market|FOR_SALE|663.29|1|1|-23.5934859|-46.6413077|Rua|Vila mariana|0.0
110|3|exclusive|ready_to_move|1|0|1|1630000.0|select|FOR_SALE|1742.62|1|0|-23.5789429|-46.6742448|Rua|Itaim bibi|0.0
54|2|exclusive|ready_to_move|5|1|1|500000.0|market|SOLD|815.934|0|0|-23.6110842|-46.6820708|Rua|Brooklin|0.0
102|2|exclusive|set_up|12|0|2|1350000.0|select|FOR_SALE|574.754|2|0|-23.6090846|-46.6634669|Avenida|Moema indios|0.0
68|1|exclusive|ready_to_move|6|1|1|905000.0|market|FOR_SALE|1631.25|1|1|-23.6123034|-46.6963033|Rua|Brooklin|0.0
59|2|exclusive|set_up|1|0|1|664000.0|select|FOR_SALE|4624.96|0|0|-23.511386|-46.715409|Rua|Lapa|4.55
187|3|exclusive|ready_to_move|13|1|3|1970000.0|market|FOR_SALE|572.534|3|0|-23.6040633|-46.667554|Avenida|Moema passaros|0.0
77|2|exclusive|ready_to_move|6|1|1|1050000.0|select|FOR_SALE|832.898|0|1|-23.6068027|-46.6547396|Alameda|Moema indios|0.0
239|3|exclusive|ready_to_move|11|1|3|2600000.0|market|FOR_SALE|2121.99|3|1|-23.5834348|-46.6752691|Rua|Itaim bibi|0.0
280|3|exclusive|finishments|7|0|3|1890000.0|select|FOR_SALE|939.423|3|0|-23.6083331|-46.6545521|Alameda|Moema indios|0.0
152|3|non_exclusive|ready_to_move|11|1|3|1900000.0|market|FOR_SALE|764.726|1|1|-23.5998882|-46.6684918|Rua|Moema passaros|0.0
205|3|exclusive|set_up|5|0|3|2400000.0|select|FOR_SALE|2483.99|1|0|-23.5523585|-46.7199496|Rua|Alto de pinheiros|2.27
66|3|exclusive|ready_to_move|11|1|1|440000.0|market|FOR_SALE|2003.24|1|1|-23.5166188|-46.6055052|Rua|Vila guilherme|0.0
199|3|exclusive|finishments|7|0|2|3320000.0|select|FOR_SALE|642.309|3|0|-23.5665966|-46.6594848|Rua|Jardim america|0.0
