area|bedrooms|contractType|currentPhase|floor|isMarketplace|parkingSpots|price|productType|status|subwayShortestDistance|suits|towerHasElevator|lat|lng|streetType|neighborhood|taxRobberyMurder
205|4|exclusive|ready_to_move|14|1|3|1900000.0|market|FOR_SALE|1030.39|3|0|-23.5345738|-46.671081|Rua|Perdizes|0.0
56|2|non_exclusive|ready_to_move|1|1|1|340000.0|market|FOR_SALE|2134.0|1|1|-23.5254591|-46.6068539|Rua|Pari|2.27
102|3|non_exclusive|ready_to_move|13|1|2|1000000.0|market|FOR_SALE|581.281|1|0|-23.5337167|-46.5676485|Rua|Tatuape|2.27
86|3|exclusive|ready_to_move|11|1|1|500000.0|market|FOR_SALE|4397.58|0|0|-23.5015094|-46.7013186|Rua|Freguesia do o|2.27
70|3|non_exclusive|ready_to_move|1|1|1|350000.0|market|FOR_SALE|5321.84|1|0|-23.6911558|-46.675931|Rua|Campo grande|0.0
60|1|non_exclusive|ready_to_move|1|1|1|900000.0|market|FOR_SALE|3197.1|1|1|-23.5321089|-46.7180923|Rua|Alto da lapa|0.0
125|3|non_exclusive|ready_to_move|16|1|2|750000.0|market|FOR_SALE|1297.63|1|1|-23.4838504|-46.5911375|Avenida|Vila medeiros|2.27
120|3|exclusive|ready_to_move|5|1|2|770000.0|market|FOR_SALE|682.859|2|1|-23.6274372|-46.6343597|Rua|Saude|2.27
123|3|exclusive|ready_to_move|5|1|3|1380000.0|market|FOR_SALE|898.177|1|0|-23.6170653|-46.6305763|Rua|Saude|2.27
100|1|exclusive|ready_to_move|8|1|2|1160000.0|market|FOR_SALE|1098.51|3|1|-23.604962|-46.628229|Rua|Saude|2.27
109|2|exclusive|ready_to_move|1|1|2|800000.0|market|FOR_SALE|2149.81|1|1|-23.5651866|-46.5788176|Rua|Agua rasa|2.27
177|4|non_exclusive|ready_to_move|6|1|3|1600000.0|market|FOR_SALE|608.81|3|1|-23.6210554|-46.6764972|Rua|Campo belo|0.0
64|3|exclusive|ready_to_move|5|1|1|580000.0|market|FOR_SALE|2397.3|1|0|-23.5767992|-46.6056694|Rua|Ipiranga|0.0
78|2|exclusive|ready_to_move|20|1|2|600000.0|market|FOR_SALE|200.397|1|1|-23.5828214|-46.5637404|Avenida|Sao lucas|2.27
126|3|exclusive|ready_to_move|7|1|3|2300000.0|market|FOR_SALE|793.875|1|0|-23.5972273|-46.666041|Avenida|Vila nova conceicao|0.0
116|2|exclusive|ready_to_move|3|1|2|1340000.0|market|FOR_SALE|1286.78|2|1|-23.6010815|-46.676856|Rua|Vila olimpia|0.0
154|3|non_exclusive|ready_to_move|13|1|2|1300000.0|market|FOR_SALE|2695.28|1|1|-23.5398459|-46.7163266|Rua|Alto de pinheiros|2.27
65|2|exclusive|ready_to_move|21|1|1|488000.0|market|FOR_SALE|2687.84|1|0|-23.5188693|-46.5886857|Rua|Vila maria|2.27
110|3|non_exclusive|ready_to_move|4|1|2|1200000.0|market|FOR_SALE|1322.98|1|0|-23.5391491|-46.6785663|Rua|Perdizes|0.0
73|2|non_exclusive|ready_to_move|7|1|1|810000.0|market|FOR_SALE|1030.32|1|1|-23.6124092|-46.6591792|Avenida|Moema indios|0.0
136|4|exclusive|ready_to_move|3|1|3|850000.0|market|FOR_SALE|680.926|1|1|-23.5431228|-46.5675631|Rua|Tatuape|2.27
79|3|exclusive|ready_to_move|9|1|2|500000.0|market|FOR_SALE|1891.46|1|0|-23.6246294|-46.7387574|Rua|Vila andrade|0.0
92|1|exclusive|ready_to_move|4|1|2|1100000.0|market|FOR_SALE|1763.77|1|1|-23.537843|-46.7054405|Rua|Vila romana|0.0
105|4|exclusive|ready_to_move|1|1|3|800000.0|market|FOR_SALE|2947.33|1|0|-23.6513118|-46.6717034|Rua|Cidade ademar|0.0
57|2|exclusive|ready_to_move|7|1|1|495000.0|market|FOR_SALE|6771.59|1|0|-23.4886694|-46.7199409|Avenida|Pirituba|0.0
87|2|non_exclusive|ready_to_move|6|1|2|638298.0|market|FOR_SALE|1854.45|2|0|-23.624675|-46.7396515|Rua|Vila andrade|0.0
74|3|exclusive|ready_to_move|1|1|1|495000.0|market|FOR_SALE|511.789|1|1|-23.6312749|-46.6390457|Rua|Jabaquara|0.0
90|2|exclusive|ready_to_move|5|1|2|1250000.0|market|SOLD|399.206|1|1|-23.6044126|-46.6657267|Avenida|Moema passaros|0.0
68|3|exclusive|ready_to_move|12|1|2|450000.0|market|FOR_SALE|4998.59|1|1|-23.5464279|-46.7486179|Praça|Jaguare|0.0
65|2|exclusive|ready_to_move|1|1|1|590000.0|market|FOR_SALE|969.891|1|1|-23.5248024|-46.6554946|Rua|Bom retiro|0.0
93|3|exclusive|ready_to_move|6|1|2|1100000.0|market|FOR_SALE|1490.76|1|0|-23.534683|-46.6784788|Rua|Perdizes|0.0
77|2|exclusive|ready_to_move|16|1|2|850000.0|market|FOR_SALE|504.101|1|1|-23.5428222|-46.6877991|Rua|Sumare|0.0
133|3|exclusive|ready_to_move|2|1|3|860000.0|market|FOR_SALE|1951.88|3|1|-23.6229087|-46.7440336|Rua|Vila andrade|0.0
42|1|exclusive|ready_to_move|8|1|1|440000.0|market|FOR_SALE|693.703|0|1|-23.49684587|-46.62205164|Rua|Santana|0.0
126|3|non_exclusive|ready_to_move|11|1|2|1200000.0|market|FOR_SALE|2457.37|3|1|-23.6452158|-46.6650916|Rua|Jabaquara|0.0
80|2|non_exclusive|ready_to_move|4|1|2|480000.0|market|FOR_SALE|1121.97|1|1|-23.6339594|-46.7326286|Rua|Vila andrade|0.0
120|3|exclusive|ready_to_move|3|1|2|980000.0|market|FOR_SALE|2243.51|2|1|-23.5660127|-46.6019906|Rua|Mooca|0.0
132|2|non_exclusive|ready_to_move|17|1|2|1250000.0|market|FOR_SALE|1139.25|2|0|-23.6197889|-46.6651962|Rua|Campo belo|0.0
91|3|exclusive|ready_to_move|6|1|2|800000.0|market|FOR_SALE|440.772|1|1|-23.6499468|-46.6430997|Avenida|Jabaquara|0.0
95|3|exclusive|ready_to_move|4|1|2|1390000.0|market|FOR_SALE|343.449|1|1|-23.6063222|-46.6611454|Avenida|Moema indios|0.0
70|2|exclusive|ready_to_move|17|1|1|440000.0|market|FOR_SALE|6885.61|1|1|-23.48689|-46.71983|Rua|Pirituba|0.0
70|3|non_exclusive|ready_to_move|1|1|1|450000.0|market|FOR_SALE|2309.65|1|1|-23.62239|-46.6070175|Rua|Sacoma|2.27
158|3|exclusive|ready_to_move|4|1|3|1110000.0|market|FOR_SALE|2510.54|3|1|-23.6486338|-46.6655412|Avenida|Jabaquara|0.0
65|2|exclusive|ready_to_move|10|1|2|565000.0|market|FOR_SALE|3190.51|1|1|-23.51034321|-46.69365651|Avenida|Barra funda|0.0
86|3|non_exclusive|ready_to_move|11|1|2|730000.0|market|FOR_SALE|2082.06|2|1|-23.5691982|-46.5951918|Rua|Mooca|0.0
151|3|exclusive|ready_to_move|8|1|3|690000.0|market|FOR_SALE|3223.01|1|1|-23.5693927|-46.7494739|Avenida|Rio pequeno|2.27
70|2|non_exclusive|ready_to_move|9|1|1|660000.0|market|FOR_SALE|1986.95|1|1|-23.511722|-46.6555597|Rua|Casa verde|0.0
56|2|exclusive|ready_to_move|2|1|1|400000.0|market|FOR_SALE|2357.33|1|0|-23.622613|-46.602328|Rua|Sacoma|2.27
102|2|exclusive|ready_to_move|3|1|2|915000.0|market|FOR_SALE|914.209|2|1|-23.5314488|-46.558521|Avenida|Tatuape|2.27
77|3|exclusive|ready_to_move|12|1|2|900000.0|market|FOR_SALE|504.101|1|1|-23.5428222|-46.6877991|Rua|Sumare|0.0
69|3|exclusive|ready_to_move|1|1|1|450000.0|market|FOR_SALE|2309.65|1|0|-23.62239|-46.6070175|Rua|Sacoma|2.27
58|2|exclusive|ready_to_move|3|1|2|430000.0|market|FOR_SALE|2530.94|1|1|-23.6193385|-46.7362848|Rua|Vila andrade|0.0
80|3|non_exclusive|ready_to_move|6|1|1|635000.0|market|FOR_SALE|1804.13|1|0|-23.4926149|-46.6387564|Rua|Santana|0.0
197|3|non_exclusive|ready_to_move|9|1|3|1100000.0|market|FOR_SALE|1913.06|1|1|-23.626754|-46.7336443|Rua|Vila andrade|0.0
92|3|non_exclusive|ready_to_move|2|1|3|975000.0|market|FOR_SALE|546.028|1|1|-23.612955|-46.6645916|Alameda|Moema indios|0.0
69|2|exclusive|ready_to_move|5|1|1|330000.0|market|FOR_SALE|2815.14|0|1|-23.6602977|-46.6787883|Rua|Cidade ademar|0.0
156|4|non_exclusive|ready_to_move|5|1|3|2300000.0|market|FOR_SALE|364.976|3|0|-23.536674|-46.655036|Alameda|Santa cecilia|0.0
68|2|exclusive|ready_to_move|8|1|1|540000.0|market|FOR_SALE|1069.83|1|0|-23.5320191|-46.5558026|Rua|Tatuape|2.27
68|2|exclusive|ready_to_move|2|1|1|500000.0|market|FOR_SALE|900.174|1|1|-23.6097276|-46.609122|Rua|Cursino|0.0
53|2|exclusive|ready_to_move|1|1|1|345000.0|market|FOR_SALE|724.868|1|0|-23.5321563|-46.5493145|Rua|Penha|2.27
149|2|exclusive|ready_to_move|9|1|2|1550000.0|market|FOR_SALE|2078.21|1|0|-23.5371883|-46.7086105|Rua|Vila romana|0.0
150|4|non_exclusive|ready_to_move|8|1|3|1600000.0|market|FOR_SALE|838.951|3|1|-23.6194404|-46.6735745|Rua|Campo belo|0.0
74|3|exclusive|ready_to_move|3|1|1|480000.0|market|FOR_SALE|2183.92|1|0|-23.6605581|-46.6860348|Avenida|Campo grande|0.0
126|3|exclusive|ready_to_move|17|1|2|1200000.0|market|FOR_SALE|837.599|1|1|-23.6263648|-46.6962022|Rua|Santo amaro|0.0
102|3|exclusive|ready_to_move|10|1|2|1060000.0|market|FOR_SALE|1615.34|1|0|-23.5332295|-46.681096|Rua|Perdizes|0.0
60|2|exclusive|ready_to_move|16|1|1|720000.0|market|FOR_SALE|479.08|1|1|-23.5396816|-46.5684109|Praça|Tatuape|2.27
105|3|exclusive|ready_to_move|3|1|2|690000.0|market|FOR_SALE|2154.87|1|1|-23.6557481|-46.6595876|Rua|Jabaquara|0.0
55|2|non_exclusive|ready_to_move|8|1|2|420000.0|market|SOLD|1333.34|1|1|-23.6093458|-46.6228822|Avenida|Cursino|0.0
116|3|exclusive|ready_to_move|9|1|2|850000.0|market|FOR_SALE|1756.51|3|1|-23.5510087|-46.5545994|Rua|Tatuape|2.27
102|2|exclusive|ready_to_move|6|1|2|852000.0|market|FOR_SALE|762.632|1|1|-23.5913045|-46.7186046|Rua|Morumbi|0.0
60|2|exclusive|ready_to_move|11|1|2|550000.0|market|FOR_SALE|1814.3|1|1|-23.4638133|-46.6006661|Rua|Tremembe|0.0
151|3|exclusive|ready_to_move|9|1|2|1270000.0|market|FOR_SALE|1321.57|1|1|-23.5305948|-46.6793128|Rua|Perdizes|0.0
65|2|exclusive|ready_to_move|0|1|1|599000.0|market|FOR_SALE|969.891|1|1|-23.5248024|-46.6554946|Rua|Bom retiro|0.0
88|3|non_exclusive|ready_to_move|8|1|2|500000.0|market|FOR_SALE|4636.99|1|0|-23.4759681|-46.6598251|Rua|Cachoeirinha|0.0
70|2|exclusive|ready_to_move|4|1|0|405000.0|market|FOR_SALE|366.125|0|0|-23.5656638|-46.6393506|Rua|Aclimacao|0.0
130|3|exclusive|ready_to_move|3|1|3|1200000.0|market|FOR_SALE|1898.58|3|1|-23.5672411|-46.5821214|Rua|Agua rasa|2.27
59|2|non_exclusive|ready_to_move|8|1|1|590000.0|market|FOR_SALE|608.316|1|0|-23.58986|-46.72845|Rua|Vila sonia|4.55
66|2|non_exclusive|ready_to_move|1|1|1|569000.0|market|FOR_SALE|1595.5|1|1|-23.59151|-46.73847|Avenida|Vila sonia|4.55
86|3|exclusive|ready_to_move|15|1|2|640000.0|market|FOR_SALE|1886.93|1|0|-23.567385|-46.583165|Rua|Agua rasa|2.27
108|3|exclusive|ready_to_move|12|1|2|850000.0|market|FOR_SALE|371.278|1|0|-23.5382078|-46.5735736|Rua|Tatuape|2.27
84|2|exclusive|ready_to_move|10|1|2|560000.0|market|FOR_SALE|1766.56|2|0|-23.6251781|-46.740755|Rua|Vila andrade|0.0
110|3|non_exclusive|ready_to_move|1|1|2|900000.0|market|FOR_SALE|635.737|1|1|-23.6331745|-46.6355677|Rua|Jabaquara|0.0
60|2|exclusive|ready_to_move|2|1|1|400000.0|market|FOR_SALE|1025.03|0|0|-23.492744|-46.600926|Rua|Vila guilherme|0.0
98|3|exclusive|ready_to_move|1|1|2|595000.0|market|FOR_SALE|1782.11|1|1|-23.6280503|-46.7319461|Rua|Vila andrade|0.0
76|1|non_exclusive|ready_to_move|6|1|2|2000000.0|market|FOR_SALE|931.219|1|1|-23.5965977|-46.6674336|Rua|Vila nova conceicao|0.0
73|3|exclusive|ready_to_move|6|1|2|405000.0|market|FOR_SALE|6505.51|1|1|-23.4779101|-46.7038598|Avenida|Freguesia do o|2.27
225|4|exclusive|ready_to_move|10|1|4|1600000.0|market|FOR_SALE|2248.68|2|1|-23.5634836|-46.5534495|Avenida|Vila formosa|0.0
94|4|non_exclusive|ready_to_move|1|1|2|450000.0|market|FOR_SALE|2269.43|1|0|-23.624075|-46.729042|Rua|Vila andrade|0.0
170|4|exclusive|ready_to_move|5|1|3|920000.0|market|FOR_SALE|303.996|2|0|-23.54144|-46.59254|Rua|Belem|0.0
54|2|non_exclusive|ready_to_move|15|1|1|446000.0|market|FOR_SALE|2294.35|1|1|-23.6197991|-46.744326|Rua|Vila andrade|0.0
105|3|exclusive|ready_to_move|3|1|2|470000.0|market|FOR_SALE|1117.87|3|1|-23.633358|-46.7379012|Rua|Vila andrade|0.0
109|3|exclusive|ready_to_move|8|1|2|950000.0|market|FOR_SALE|1933.08|1|1|-23.5734564|-46.6214881|Rua|Cambuci|0.0
88|2|exclusive|ready_to_move|2|1|2|800000.0|market|FOR_SALE|2459.52|2|0|-23.6197239|-46.7371293|Rua|Vila andrade|0.0
154|3|exclusive|ready_to_move|4|1|3|1420000.0|market|FOR_SALE|1986.11|3|0|-23.532406|-46.70299|Rua|Vila romana|0.0
77|2|exclusive|ready_to_move|11|1|2|650000.0|market|FOR_SALE|2129.01|1|0|-23.561991|-46.5871744|Rua|Agua rasa|2.27
232|3|exclusive|ready_to_move|1|1|4|1249000.0|market|FOR_SALE|1109.69|1|0|-23.5564048|-46.606369|Rua|Mooca|0.0
90|3|exclusive|ready_to_move|7|1|2|760000.0|market|FOR_SALE|440.772|1|0|-23.6499468|-46.6430997|Avenida|Jabaquara|0.0
100|1|exclusive|ready_to_move|1|1|2|1160000.0|market|FOR_SALE|621.42|1|1|-23.6085736|-46.6322089|Rua|Saude|2.27
65|2|exclusive|ready_to_move|11|1|2|400000.0|market|FOR_SALE|4549.79|1|1|-23.6773596|-46.6703454|Rua|Cidade ademar|0.0
52|2|exclusive|ready_to_move|3|1|1|340000.0|market|FOR_SALE|1900.24|1|1|-23.47728|-46.58474|Avenida|Tucuruvi|0.0
59|2|exclusive|ready_to_move|2|1|1|421550.0|market|FOR_SALE|1814.3|1|0|-23.4638133|-46.6006661|Rua|Tremembe|0.0
56|1|exclusive|ready_to_move|10|1|1|455000.0|market|FOR_SALE|342.502|1|1|-23.635965|-46.6380266|Avenida|Jabaquara|0.0
142|3|non_exclusive|ready_to_move|13|1|2|1079000.0|market|FOR_SALE|2211.68|1|1|-23.6634216|-46.6881942|Avenida|Campo grande|0.0
64|2|exclusive|ready_to_move|8|1|2|750000.0|market|FOR_SALE|750.229|1|1|-23.6208402|-46.6322824|Rua|Saude|2.27
188|3|exclusive|ready_to_move|11|1|2|1240000.0|market|FOR_SALE|1783.92|3|0|-23.4859864|-46.6331472|Rua|Santana|0.0
89|3|exclusive|ready_to_move|5|1|1|685000.0|market|FOR_SALE|570.655|1|1|-23.6009771|-46.6196264|Rua|Cursino|0.0
411|4|exclusive|ready_to_move|17|1|3|1700000.0|market|FOR_SALE|1545.35|4|0|-23.66085|-46.69488|Avenida|Campo grande|0.0
70|1|non_exclusive|ready_to_move|13|1|2|470000.0|market|FOR_SALE|3693.4|1|1|-23.553691|-46.738511|Rua|Jaguare|0.0
56|2|non_exclusive|ready_to_move|13|1|1|426000.0|market|FOR_SALE|863.509|0|0|-23.56221|-46.630224|Rua|Liberdade|0.0
82|2|exclusive|ready_to_move|11|1|2|1380000.0|market|FOR_SALE|324.496|2|1|-23.5666844|-46.6452525|Rua|Bela vista|0.0
123|3|non_exclusive|ready_to_move|4|1|2|943400.0|market|FOR_SALE|1673.96|3|1|-23.6263363|-46.7398576|Rua|Vila andrade|0.0
212|4|exclusive|ready_to_move|4|1|4|1505000.0|market|FOR_SALE|2604.91|2|0|-23.6179542|-46.7383773|Rua|Vila andrade|0.0
66|2|non_exclusive|ready_to_move|2|1|1|535000.0|market|FOR_SALE|3037.39|1|0|-23.65138|-46.67058|Rua|Cidade ademar|0.0
123|1|exclusive|ready_to_move|19|1|3|1820000.0|market|FOR_SALE|322.734|1|1|-23.5668085|-46.6908422|Rua|Pinheiros|0.0
90|2|exclusive|ready_to_move|1|1|2|830000.0|market|FOR_SALE|1877.62|1|0|-23.533593|-46.702886|Rua|Vila romana|0.0
80|3|exclusive|ready_to_move|14|1|2|750000.0|market|FOR_SALE|1050.19|1|1|-23.6053643|-46.6220842|Avenida|Cursino|0.0
69|3|exclusive|ready_to_move|8|1|2|690000.0|market|FOR_SALE|762.213|1|1|-23.5956538|-46.6072367|Rua|Ipiranga|0.0
96|3|exclusive|ready_to_move|6|1|2|720000.0|market|FOR_SALE|563.727|1|0|-23.6165223|-46.6341912|Rua|Saude|2.27
114|3|exclusive|ready_to_move|6|1|3|660000.0|market|FOR_SALE|1899.68|3|1|-23.6241767|-46.7398723|Rua|Vila andrade|0.0
62|3|exclusive|ready_to_move|11|1|1|299000.0|market|FOR_SALE|3555.68|0|1|-23.6325945|-46.5953329|Avenida|Sacoma|2.27
106|3|exclusive|ready_to_move|5|1|2|1200000.0|market|FOR_SALE|507.027|1|0|-23.5962254|-46.6274135|Rua|Chacara klabin|0.0
70|2|non_exclusive|ready_to_move|10|1|2|460000.0|market|FOR_SALE|2113.19|1|0|-23.5739623|-46.5320926|Avenida|Vila formosa|0.0
69|2|exclusive|ready_to_move|8|1|2|845000.0|market|FOR_SALE|1336.48|1|1|-23.5790789|-46.6255456|Avenida|Chacara klabin|0.0
60|2|exclusive|ready_to_move|3|1|1|598000.0|market|FOR_SALE|2513.47|1|0|-23.5255949|-46.7005533|Rua|Vila romana|0.0
70|3|non_exclusive|ready_to_move|16|1|1|450000.0|market|FOR_SALE|2726.75|1|1|-23.481774|-46.6412169|Avenida|Mandaqui|0.0
51|2|exclusive|ready_to_move|9|1|1|760000.0|market|FOR_SALE|386.95|1|1|-23.5512281|-46.6813333|Rua|Vila madalena|0.0
83|2|non_exclusive|ready_to_move|13|1|1|875000.0|market|FOR_SALE|1445.29|1|0|-23.6270854|-46.6711537|Rua|Campo belo|0.0
178|3|exclusive|ready_to_move|4|1|3|1990000.0|market|FOR_SALE|913.447|3|1|-23.6225396|-46.6739752|Rua|Campo belo|0.0
75|2|exclusive|ready_to_move|4|1|1|456500.0|market|FOR_SALE|686.807|1|1|-23.58708|-46.5758682|Rua|Vila prudente|0.0
77|3|exclusive|ready_to_move|14|1|1|420000.0|market|FOR_SALE|8021.96|1|1|-23.5909471|-46.805219|Avenida|Raposo tavares|2.27
35|2|exclusive|ready_to_move|1|1|0|290000.0|market|FOR_SALE|5089.33|0|1|-23.53179228|-46.73819999|Rua|Vila leopoldina|0.0
66|3|exclusive|ready_to_move|12|1|1|380000.0|market|FOR_SALE|1383.86|0|0|-23.5410539|-46.5121819|Avenida|Vila matilde|0.0
129|3|exclusive|ready_to_move|18|1|2|1200000.0|market|FOR_SALE|2652.42|3|0|-23.646142|-46.6670451|Rua|Jabaquara|0.0
81|3|exclusive|ready_to_move|7|1|2|800000.0|market|FOR_SALE|2084.37|1|0|-23.6353256|-46.6618055|Rua|Campo belo|0.0
124|3|non_exclusive|ready_to_move|2|1|3|1100000.0|market|FOR_SALE|544.685|3|0|-23.4932373|-46.6223801|Rua|Santana|0.0
96|3|exclusive|ready_to_move|2|1|2|750000.0|market|FOR_SALE|1379.78|1|0|-23.5021436|-46.6383|Rua|Santana|0.0
57|2|exclusive|ready_to_move|14|1|1|550000.0|market|FOR_SALE|1379.83|1|0|-23.63206546|-46.73022796|Rua|Vila andrade|0.0
178|4|non_exclusive|ready_to_move|13|1|3|2190000.0|market|FOR_SALE|913.447|4|1|-23.6225396|-46.6739752|Rua|Campo belo|0.0
82|3|exclusive|ready_to_move|15|1|2|785000.0|market|FOR_SALE|1050.19|1|1|-23.6053643|-46.6220842|Avenida|Cursino|0.0
79|3|exclusive|ready_to_move|6|1|1|560000.0|market|FOR_SALE|1254.91|1|1|-23.5291563|-46.5758044|Rua|Tatuape|2.27
67|2|exclusive|ready_to_move|13|1|2|595000.0|market|FOR_SALE|2344.64|1|0|-23.4897768|-46.6430651|Rua|Santana|0.0
128|3|non_exclusive|ready_to_move|8|1|2|1100000.0|market|SOLD|546.659|1|1|-23.6007853|-46.6197968|Rua|Cursino|0.0
106|3|non_exclusive|ready_to_move|1|1|2|900000.0|market|FOR_SALE|174.831|1|1|-23.6197114|-46.6404614|Rua|Saude|2.27
160|3|non_exclusive|ready_to_move|12|1|3|1200000.0|market|FOR_SALE|678.225|1|0|-23.5412707|-46.5696919|Rua|Tatuape|2.27
114|3|exclusive|ready_to_move|12|1|3|950000.0|market|FOR_SALE|2054.31|1|0|-23.5783667|-46.6144249|Rua|Ipiranga|0.0
60|2|non_exclusive|ready_to_move|14|1|2|600000.0|market|FOR_SALE|2131.38|1|0|-23.56781|-46.593604|Rua|Mooca|0.0
74|3|exclusive|ready_to_move|5|1|1|460000.0|market|FOR_SALE|2415.08|1|0|-23.6255028|-46.7215823|Rua|Vila andrade|0.0
126|3|exclusive|ready_to_move|14|1|3|900000.0|market|FOR_SALE|1452.46|3|0|-23.56946|-46.5651942|Rua|Agua rasa|2.27
94|3|non_exclusive|ready_to_move|10|1|2|690000.0|market|FOR_SALE|1891.68|0|1|-23.5697912|-46.7279563|Rua|Butanta|4.55
134|3|exclusive|ready_to_move|9|1|2|1250000.0|market|FOR_SALE|744.497|1|1|-23.5725239|-46.6337766|Rua|Aclimacao|0.0
146|4|non_exclusive|ready_to_move|6|1|2|1390000.0|market|FOR_SALE|2542.43|2|1|-23.6250926|-46.7199775|Rua|Vila andrade|0.0
61|1|exclusive|ready_to_move|8|1|1|800000.0|market|FOR_SALE|738.096|1|1|-23.614059|-46.6631349|Alameda|Moema indios|0.0
70|3|non_exclusive|ready_to_move|3|1|1|550000.0|market|FOR_SALE|3651.34|1|0|-23.5500745|-46.7349453|Avenida|Jaguare|0.0
90|1|exclusive|ready_to_move|1|1|2|1300000.0|market|FOR_SALE|1757.24|1|0|-23.5977375|-46.6796924|Rua|Vila olimpia|0.0
65|2|non_exclusive|ready_to_move|3|1|1|458000.0|market|FOR_SALE|2687.84|1|1|-23.5188693|-46.5886857|Rua|Vila maria|2.27
174|3|exclusive|ready_to_move|0|1|2|1250000.0|market|FOR_SALE|468.938|1|1|-23.4860209|-46.6132907|Rua|Tucuruvi|0.0
142|3|exclusive|ready_to_move|7|1|2|1270000.0|market|FOR_SALE|709.461|3|1|-23.5963025|-46.6073446|Rua|Ipiranga|0.0
81|1|exclusive|ready_to_move|4|1|2|550000.0|market|FOR_SALE|4517.86|1|1|-23.688952|-46.686027|Avenida|Campo grande|0.0
65|3|non_exclusive|ready_to_move|16|1|2|500000.0|market|FOR_SALE|1445.9|1|1|-23.5627179|-46.6243255|Rua|Liberdade|0.0
166|3|exclusive|ready_to_move|11|1|3|955000.0|market|FOR_SALE|1320.54|1|0|-23.5662518|-46.6266243|Rua|Aclimacao|0.0
70|2|exclusive|ready_to_move|3|1|1|375000.0|market|FOR_SALE|297.12|1|1|-23.59053298|-46.54178115|Avenida|Sao lucas|2.27
66|2|exclusive|ready_to_move|7|1|1|511000.0|market|FOR_SALE|345.544|0|1|-23.6197888|-46.6360964|Rua|Saude|2.27
67|2|exclusive|ready_to_move|13|1|1|520000.0|market|FOR_SALE|1315.8|1|1|-23.5246738|-46.6474398|Rua|Bom retiro|0.0
112|3|exclusive|ready_to_move|9|1|2|800000.0|market|FOR_SALE|1147.88|1|1|-23.5742072|-46.5796343|Rua|Vila prudente|0.0
130|2|exclusive|ready_to_move|1|1|1|848000.0|market|FOR_SALE|2946.77|1|0|-23.6503721|-46.6708107|Rua|Cidade ademar|0.0
58|1|exclusive|ready_to_move|12|1|1|590000.0|market|FOR_SALE|656.706|1|0|-23.5499776|-46.6456524|Rua|Republica|2.27
100|3|exclusive|ready_to_move|2|1|2|850000.0|market|FOR_SALE|856.538|1|0|-23.6164617|-46.6311556|Rua|Saude|2.27
280|3|exclusive|ready_to_move|12|1|3|3400000.0|market|FOR_SALE|2752.62|3|0|-23.6059835|-46.7072949|Rua|Morumbi|0.0
83|3|exclusive|ready_to_move|15|1|2|750000.0|market|FOR_SALE|272.53|1|1|-23.6038291|-46.6143656|Rua|Ipiranga|0.0
67|2|exclusive|ready_to_move|5|1|1|870000.0|market|FOR_SALE|261.1|1|1|-23.544082|-46.6903738|Avenida|Sumare|0.0
59|2|non_exclusive|ready_to_move|2|1|1|570000.0|market|FOR_SALE|608.316|1|0|-23.58986|-46.72845|Rua|Vila sonia|4.55
227|4|non_exclusive|ready_to_move|7|1|3|1700000.0|market|FOR_SALE|577.773|3|0|-23.5892715|-46.580156|Avenida|Vila prudente|0.0
132|4|exclusive|ready_to_move|2|1|2|850000.0|market|FOR_SALE|1103.8|3|1|-23.6340748|-46.7330906|Rua|Vila andrade|0.0
72|2|exclusive|ready_to_move|1|1|1|345000.0|market|FOR_SALE|2958.82|1|1|-23.5737959|-46.7494274|Rua|Rio pequeno|2.27
134|3|exclusive|ready_to_move|18|1|2|1630000.0|market|FOR_SALE|4107.81|2|1|-23.515726|-46.7133673|Avenida|Lapa|4.55
155|2|exclusive|ready_to_move|8|1|2|1750000.0|market|FOR_SALE|221.979|1|1|-23.5882965|-46.6366419|Rua|Vila mariana|0.0
80|2|exclusive|ready_to_move|8|1|2|600000.0|market|FOR_SALE|895.37|2|1|-23.635936|-46.733352|Rua|Vila andrade|0.0
69|3|exclusive|ready_to_move|4|1|1|429000.0|market|FOR_SALE|2309.65|1|0|-23.62239|-46.6070175|Rua|Sacoma|2.27
82|3|exclusive|ready_to_move|1|1|2|532000.0|market|FOR_SALE|3510.91|1|1|-23.5093451|-46.582393|Rua|Vila maria|2.27
230|4|exclusive|ready_to_move|21|1|3|1850000.0|market|FOR_SALE|1428.03|2|1|-23.4914289|-46.631757|Rua|Santana|0.0
69|2|exclusive|ready_to_move|9|1|1|550000.0|market|FOR_SALE|2309.65|1|1|-23.62239|-46.6070175|Rua|Sacoma|2.27
30|1|exclusive|ready_to_move|6|1|1|550000.0|market|FOR_SALE|210.513|0|0|-23.6052171|-46.6618196|Avenida|Moema indios|0.0
250|4|non_exclusive|ready_to_move|8|1|2|2200000.0|market|FOR_SALE|2835.09|4|0|-23.6161349|-46.7371534|Rua|Vila sonia|4.55
96|3|exclusive|ready_to_move|13|1|1|1100000.0|market|FOR_SALE|591.792|2|0|-23.5741859|-46.6478346|Rua|Paraiso|0.0
63|3|non_exclusive|ready_to_move|17|1|2|700000.0|market|FOR_SALE|645.474|0|0|-23.5903701|-46.6225076|Rua|Chacara klabin|0.0
132|3|exclusive|ready_to_move|5|1|2|539000.0|market|FOR_SALE|4163.02|1|1|-23.5837917|-46.7646092|Rua|Rio pequeno|2.27
